snr_db,drop_index,selected_ssb,subcarrier,raw_power,normalized_power
-2.0,0,3,206,1.0060695787372598,0.9999999999999997
-2.0,0,3,207,1.0052455256674742,1.0000000000000004
-2.0,0,3,208,1.0044208484325905,1.0000000000000002
-2.0,0,3,209,1.0035956451609531,1.0000000000000004
-2.0,0,3,210,1.0027700140434996,1.0
-2.0,0,3,211,1.0019440533220756,1.0
-2.0,0,3,212,1.0011178612777476,0.9999999999999997
-2.0,0,3,213,1.0002915362191056,1.0000000000000007
-2.0,0,3,214,0.9994651764705702,1.0
-2.0,0,3,215,0.9986388803606859,0.9999999999999996
-2.0,0,3,216,0.9978127462104277,0.9999999999999997
-2.0,0,3,217,0.9969868723214956,1.0000000000000004
-2.0,0,3,218,0.9961613569646264,1.0000000000000002
-2.0,0,3,219,0.9953362983678908,0.9999999999999996
-2.0,0,3,220,0.9945117947050105,1.0000000000000002
-2.0,0,3,221,0.9936879440836764,1.0000000000000002
-2.0,0,3,222,0.9928648445338749,0.9999999999999999
-2.0,0,3,223,0.9920425939962195,0.9999999999999997
-2.0,0,3,224,0.9912212903103024,1.0
-2.0,0,3,225,0.9904010312030483,0.9999999999999999
-2.0,0,3,226,0.9895819142770887,1.0000000000000004
-2.0,0,3,227,0.9887640369991458,1.0000000000000004
-2.0,0,3,228,0.9879474966884376,1.0000000000000002
-2.0,0,3,229,0.9871323905050949,0.9999999999999996
-2.0,0,3,230,0.9863188154386012,0.9999999999999998
-2.0,0,3,231,0.9855068682962551,1.0
-2.0,0,3,232,0.9846966456916455,1.0000000000000002
-2.0,0,3,233,0.9838882440331614,0.9999999999999998
-2.0,0,3,234,0.9830817595125148,0.9999999999999994
-2.0,0,3,235,0.982277288093298,0.9999999999999999
-2.0,0,3,236,0.9814749254995653,1.0000000000000002
-2.0,0,3,237,0.9806747672044436,0.9999999999999993
-2.0,0,3,238,0.9798769084187653,1.0000000000000004
-2.0,0,3,239,0.9790814440797483,1.0000000000000002
-2.0,0,3,240,0.9782884688396939,1.0000000000000007
-2.0,0,3,241,0.9774980770547258,1.0000000000000004
-2.0,0,3,242,0.976710362773563,0.9999999999999998
-2.0,0,3,243,0.9759254197263258,1.0
-2.0,0,3,244,0.9751433413133888,1.0000000000000002
-2.0,0,3,245,0.9743642205942611,1.0
-2.0,0,3,246,0.973588150276517,1.0000000000000007
-2.0,0,3,247,0.9728152227047644,0.9999999999999992
-2.0,0,3,248,0.9720455298496528,1.0000000000000004
-2.0,0,3,249,0.9712791632969372,0.9999999999999996
-2.0,0,3,250,0.9705162142365712,1.0000000000000002
-2.0,0,3,251,0.9697567734518652,1.0000000000000002
-2.0,0,3,252,0.9690009313086774,0.9999999999999993
-2.0,0,3,253,0.9682487777446631,1.0
-2.0,0,3,254,0.9675004022585754,1.0
-2.0,0,3,255,0.9667558938996138,0.9999999999999996
-2.0,0,3,256,0.9660153412568268,1.0000000000000002
-2.0,0,3,257,0.9652788324485735,0.9999999999999996
-2.0,0,3,258,0.9645464551120373,0.9999999999999996
-2.0,0,3,259,0.9638182963927964,1.0
-2.0,0,3,260,0.963094442934456,1.0
-2.0,0,3,261,0.9623749808683407,0.9999999999999991
-2.0,0,3,262,0.9616599958032401,0.9999999999999997
-2.0,0,3,263,0.9609495728152275,0.9999999999999997
-2.0,0,3,264,0.9602437964375342,0.9999999999999999
-2.0,0,3,265,0.9595427506504908,0.9999999999999999
-2.0,0,3,266,0.958846518871535,0.9999999999999994
-2.0,0,3,267,0.9581551839452866,1.0
-2.0,0,3,268,0.9574688281336887,0.9999999999999998
-2.0,0,3,269,0.9567875331062177,1.0000000000000002
-2.0,0,3,270,0.9561113799301691,1.0
