snr_db,drop_index,selected_ssb,subcarrier,raw_power,normalized_power
-2.0,0,3,492,0.9922845797488228,1.0000000000000002
-2.0,0,3,493,0.9931070904121265,0.9999999999999996
-2.0,0,3,494,0.9939304212627401,1.0000000000000002
-2.0,0,3,495,0.994754474332526,1.0000000000000007
-2.0,0,3,496,0.995579151567409,1.0000000000000004
-2.0,0,3,497,0.9964043548390467,1.0000000000000004
-2.0,0,3,498,0.9972299859565003,1.0000000000000004
-2.0,0,3,499,0.9980559466779246,0.9999999999999996
-2.0,0,3,500,0.9988821387222532,0.9999999999999999
-2.0,0,3,501,0.999708463780894,0.9999999999999996
-2.0,0,3,502,1.0005348235294302,0.9999999999999996
-2.0,0,3,503,1.0013611196393142,0.9999999999999998
-2.0,0,3,504,1.0021872537895733,0.9999999999999999
-2.0,0,3,505,1.0030131276785041,1.0
-2.0,0,3,506,1.0038386430353736,1.0000000000000002
-2.0,0,3,507,1.00466370163211,0.9999999999999996
-2.0,0,3,508,1.0054882052949894,1.0000000000000004
-2.0,0,3,509,1.006312055916323,1.0000000000000007
-2.0,0,3,510,1.0071351554661252,1.0000000000000002
-2.0,0,3,511,1.0079574060037808,0.9999999999999999
-2.0,0,3,512,1.008778709689698,0.9999999999999994
-2.0,0,3,513,1.0095989687969522,0.9999999999999992
-2.0,0,3,514,1.0104180857229117,1.0000000000000002
-2.0,0,3,515,1.0112359630008543,0.9999999999999993
-2.0,0,3,516,1.012052503311563,1.0
-2.0,0,3,517,1.0128676094949054,0.9999999999999999
-2.0,0,3,518,1.0136811845613989,1.0000000000000002
-2.0,0,3,519,1.0144931317037453,0.9999999999999997
-2.0,0,3,520,1.015303354308354,0.9999999999999998
-2.0,0,3,521,1.016111755966839,0.9999999999999994
-2.0,0,3,522,1.0169182404874855,1.0000000000000004
-2.0,0,3,523,1.017722711906702,1.0000000000000007
-2.0,0,3,524,1.0185250745004342,1.0000000000000004
-2.0,0,3,525,1.0193252327955575,0.9999999999999992
-2.0,0,3,526,1.0201230915812356,0.9999999999999999
-2.0,0,3,527,1.020918555920252,1.0000000000000002
-2.0,0,3,528,1.0217115311603064,0.9999999999999994
-2.0,0,3,529,1.0225019229452748,0.9999999999999997
-2.0,0,3,530,1.0232896372264375,1.0000000000000007
-2.0,0,3,531,1.0240745802736744,1.0
-2.0,0,3,532,1.0248566586866121,0.9999999999999994
-2.0,0,3,533,1.0256357794057394,1.0000000000000004
-2.0,0,3,534,1.026411849723483,1.0000000000000004
-2.0,0,3,535,1.0271847772952365,1.0000000000000004
-2.0,0,3,536,1.0279544701503474,0.9999999999999999
-2.0,0,3,537,1.028720836703063,1.0000000000000002
-2.0,0,3,538,1.029483785763429,0.9999999999999997
-2.0,0,3,539,1.0302432265481352,0.9999999999999996
-2.0,0,3,540,1.0309990686913235,1.0000000000000002
-2.0,0,3,541,1.0317512222553373,1.0000000000000004
-2.0,0,3,542,1.032499597741425,0.9999999999999996
-2.0,0,3,543,1.033244106100387,0.9999999999999994
-2.0,0,3,544,1.0339846587431731,1.0
-2.0,0,3,545,1.034721167551427,0.9999999999999997
-2.0,0,3,546,1.0354535448879632,1.0000000000000002
-2.0,0,3,547,1.0361817036072052,0.999999999999999
-2.0,0,3,548,1.036905557065544,1.0000000000000002
-2.0,0,3,549,1.0376250191316605,0.9999999999999997
-2.0,0,3,550,1.038340004196761,0.9999999999999993
-2.0,0,3,551,1.0390504271847731,0.9999999999999994
-2.0,0,3,552,1.039756203562466,1.0000000000000002
-2.0,0,3,553,1.0404572493495097,1.0
-2.0,0,3,554,1.0411534811284646,1.0000000000000002
-2.0,0,3,555,1.0418448160547136,1.0
-2.0,0,3,556,1.0425311718663122,0.9999999999999994
-2.0,0,3,557,1.043212466893782,1.0000000000000009
-2.0,0,3,558,1.0438886200698312,0.9999999999999996
-2.0,0,3,559,1.0445595509389902,1.0000000000000002
-2.0,0,3,560,1.045225179667196,1.0000000000000002
-2.0,0,3,561,1.0458854270512876,1.0000000000000002
-2.0,0,3,562,1.0465402145284277,1.0000000000000004
-2.0,0,3,563,1.0471894641854553,0.9999999999999994
-2.0,0,3,564,1.0478330987681532,1.0000000000000002
-2.0,0,3,565,1.048471041690443,0.9999999999999999
-2.0,0,3,566,1.0491032170434973,0.9999999999999994
-2.0,0,3,567,1.0497295496047696,1.0000000000000002
-2.0,0,3,568,1.0503499648469492,1.0000000000000009
-2.0,0,3,569,1.0509643889468283,0.9999999999999991
-2.0,0,3,570,1.051572748794079,1.0000000000000002
-2.0,0,3,571,1.052174971999968,1.0000000000000002
-2.0,0,3,572,1.0527709869059538,1.0
-2.0,0,3,573,1.0533607225922237,1.0
-2.0,0,3,574,1.053944108886128,1.0000000000000007
-2.0,0,3,575,1.054521076370533,1.0000000000000004
