snr_db,curve_id,curve_type,scheme,covariance,block_errors,blocks,bler,wilson_low,wilson_high,stop_reason
-12.0,B-SSB,estimated_csi,baseline,ssb_pdp,500,500,1.0,0.9923756595384479,1.0,fixed_common_drops
-12.0,P-SSB,estimated_csi,pol_cycling,ssb_pdp,493,500,0.986,0.9713869308622147,0.9932022102091564,fixed_common_drops
-12.0,BC-SSB,estimated_csi,beam_cycling,ssb_pdp,494,500,0.988,0.9740696388835527,0.9944890048259724,fixed_common_drops
-12.0,BC-BEAM,estimated_csi,beam_cycling,per_beam_pdp,492,500,0.984,0.9687488914666058,0.9918707469666117,fixed_common_drops
-12.0,CDD-SSB,estimated_csi,beam_cdd,cdd_ssb_pdp,475,500,0.95,0.9272318388284524,0.9659062547561506,fixed_common_drops
-12.0,CDD-BEAM,estimated_csi,beam_cdd,cdd_per_beam_pdp,469,500,0.938,0.9133402868983618,0.9559807908573184,fixed_common_drops
-12.0,CDD-IDEAL,estimated_csi,beam_cdd,ideal_covariance,470,500,0.94,0.9156389368747802,0.9576516435190539,fixed_common_drops
-12.0,PERF-baseline,perfect_csi,baseline,perfect_csi,500,500,1.0,0.9923756595384479,1.0,fixed_common_drops
-12.0,PERF-pol_cycling,perfect_csi,pol_cycling,perfect_csi,468,500,0.936,0.911047591162316,0.9543039839552107,fixed_common_drops
-12.0,PERF-beam_cycling,perfect_csi,beam_cycling,perfect_csi,450,500,0.9,0.8705780903680599,0.9233224372626984,fixed_common_drops
-12.0,PERF-beam_cdd,perfect_csi,beam_cdd,perfect_csi,449,500,0.898,0.868365377095774,0.9215656478968306,fixed_common_drops
-10.0,B-SSB,estimated_csi,baseline,ssb_pdp,493,500,0.986,0.9713869308622147,0.9932022102091564,fixed_common_drops
-10.0,P-SSB,estimated_csi,pol_cycling,ssb_pdp,421,500,0.842,0.8074376489887337,0.8713473021355645,fixed_common_drops
-10.0,BC-SSB,estimated_csi,beam_cycling,ssb_pdp,387,500,0.774,0.7353316422926235,0.8084902191344461,fixed_common_drops
-10.0,BC-BEAM,estimated_csi,beam_cycling,per_beam_pdp,322,500,0.644,0.601078749973113,0.68472543997396,fixed_common_drops
-10.0,CDD-SSB,estimated_csi,beam_cdd,cdd_ssb_pdp,133,500,0.266,0.2291604018204711,0.30640778951553543,fixed_common_drops
-10.0,CDD-BEAM,estimated_csi,beam_cdd,cdd_per_beam_pdp,126,500,0.252,0.2159338483813719,0.2918478244875581,fixed_common_drops
-10.0,CDD-IDEAL,estimated_csi,beam_cdd,ideal_covariance,120,500,0.24,0.204637860033381,0.2793267970066262,fixed_common_drops
-10.0,PERF-baseline,perfect_csi,baseline,perfect_csi,1,500,0.002,0.00035313639455927543,0.011240706705146753,fixed_common_drops
-10.0,PERF-pol_cycling,perfect_csi,pol_cycling,perfect_csi,65,500,0.13,0.10332065036463456,0.16232136157691412,fixed_common_drops
-10.0,PERF-beam_cycling,perfect_csi,beam_cycling,perfect_csi,41,500,0.082,0.06101908946846895,0.10935485915738874,fixed_common_drops
-10.0,PERF-beam_cdd,perfect_csi,beam_cdd,perfect_csi,59,500,0.118,0.09259300825150649,0.14923198786111944,fixed_common_drops
