snr_db,drop_index,radius_m,azimuth_deg,los,scheme,estimator,crc_ok,bit_errors,nmse,selected_ssb,reference_power
30.0,0,102.29018737268659,56.176761724585816,False,baseline,ls,True,0,0.00045502377853642243,0,6.475757054028239e-10
30.0,0,102.29018737268659,56.176761724585816,False,pol_cycling,ls,True,0,0.008884988218923964,0,6.475757054028239e-10
30.0,0,102.29018737268659,56.176761724585816,False,beam_cycling,ls,True,0,0.025510923872611682,0,6.475757054028239e-10
30.0,0,102.29018737268659,56.176761724585816,False,beam_cdd,ls,True,0,0.0004368576385635236,0,6.475757054028239e-10
