snr_db,drop_index,radius_m,azimuth_deg,los,scheme,estimator,crc_ok,bit_errors,nmse,selected_ssb,reference_power
30.0,0,102.29018737268659,56.176761724585816,False,baseline,lmmse,True,0,2.870476840527529e-05,0,6.475757054028239e-10
30.0,0,102.29018737268659,56.176761724585816,False,pol_cycling,lmmse,True,0,0.1534037994004104,0,6.475757054028239e-10
30.0,0,102.29018737268659,56.176761724585816,False,beam_cycling,lmmse,True,0,0.4115240404282114,0,6.475757054028239e-10
30.0,0,102.29018737268659,56.176761724585816,False,beam_cdd,lmmse,True,0,8.257287022785014e-05,0,6.475757054028239e-10
