snr_db,curve_id,scheme,covariance,blocks,mean_nmse
-6.0,B-SSB,baseline,ssb_pdp,381,0.1687631670061111
-6.0,P-SSB,pol_cycling,ssb_pdp,381,0.17148349102848603
-6.0,BC-SSB,beam_cycling,ssb_pdp,381,0.16478062906514424
-6.0,BC-BEAM,beam_cycling,per_beam_pdp,381,0.1436493265945423
-6.0,CDD-SSB,beam_cdd,cdd_ssb_pdp,381,0.03433493124284244
-6.0,CDD-BEAM,beam_cdd,cdd_per_beam_pdp,381,0.031922652121586584
-6.0,CDD-IDEAL,beam_cdd,ideal_covariance,381,0.02918778603225065
-4.0,B-SSB,baseline,ssb_pdp,381,0.11564817569712124
-4.0,P-SSB,pol_cycling,ssb_pdp,381,0.11750761187786327
-4.0,BC-SSB,beam_cycling,ssb_pdp,381,0.11285709454980276
-4.0,BC-BEAM,beam_cycling,per_beam_pdp,381,0.10023679469930942
-4.0,CDD-SSB,beam_cdd,cdd_ssb_pdp,381,0.02385266088071661
-4.0,CDD-BEAM,beam_cdd,cdd_per_beam_pdp,381,0.022466878052981983
-4.0,CDD-IDEAL,beam_cdd,ideal_covariance,381,0.020739014066865485
-2.0,B-SSB,baseline,ssb_pdp,381,0.07811831331090313
-2.0,P-SSB,pol_cycling,ssb_pdp,381,0.07954210612566695
-2.0,BC-SSB,beam_cycling,ssb_pdp,381,0.07632868630257711
-2.0,BC-BEAM,beam_cycling,per_beam_pdp,381,0.06857055943508138
-2.0,CDD-SSB,beam_cdd,cdd_ssb_pdp,381,0.016312464396988625
-2.0,CDD-BEAM,beam_cdd,cdd_per_beam_pdp,381,0.015426586934439759
-2.0,CDD-IDEAL,beam_cdd,ideal_covariance,381,0.014302190796698666
0.0,B-SSB,baseline,ssb_pdp,381,0.052358237183440744
0.0,P-SSB,pol_cycling,ssb_pdp,381,0.053733473983391344
0.0,BC-SSB,beam_cycling,ssb_pdp,381,0.05112764107937301
0.0,BC-BEAM,beam_cycling,per_beam_pdp,381,0.04689409365972262
0.0,CDD-SSB,beam_cdd,cdd_ssb_pdp,381,0.01112609678917326
0.0,CDD-BEAM,beam_cdd,cdd_per_beam_pdp,381,0.010556058235275449
0.0,CDD-IDEAL,beam_cdd,ideal_covariance,381,0.00976488134801744
